1,an,the
2,agus,and
3,ar,on
4,a,his
5,bhí,was
6,ní,not
7,do,to
8,le,with
9,mé,I
10,tá,is
11,sé,he
12,sí,she
13,go,to
14,sa,in the
15,mo,my
16,ó,from
17,seo,this
18,chun,to
19,ina,in his
20,siad,they
21,bhíon,are
22,ní raibh,was not
23,trí,through
24,faoi,about
25,go raibh,thank you
26,sin,that
27,anseo,here
28,anois,now
29,nuair a,when
30,uirthi,on her
31,liom,with me
32,tú,you
33,ach,but
34,mar,because
35,é,him
36,muid,we
37,freisin,also
38,maith,good
39,ceart,right
40,faoi,under
41,cé,who
42,saoire,holiday
43,leis,with him
44,ansin,there
45,roimh,before
46,arís,again
47,gach,every
48,sean,old
49,obair,work
50,cé go,although
51,fáilte,welcome
52,éisteacht,listening
53,as,out of
54,fad,length
55,beag,little
56,fear,man
57,máthair,mother
58,athair,father
59,áit,place
60,mór,big
61,an-,very
62,duine,person
63,uisce,water
64,bia,food
65,áthas,happiness
66,teach,house
67,gránna,ugly
68,álainn,beautiful
69,páiste,child
70,scoil,school
71,abair,say
72,dul,go
73,teacht,coming
74,an-mhaith,very good
75,gúna,dress
76,solas,light
77,dorcha,dark
78,múinteoir,teacher
79,ceol,music
80,scríobh,write
81,léamh,read
82,gairdín,garden
83,clár,board
84,cluiche,game
85,caint,talk
86,siúl,walk
87,súgradh,play
88,éist,listen
89,dún,close
90,oscail,open
91,sábháil,save
92,teach,house
93,bóthar,road
94,cathair,city
95,rang,class
96,trá,beach
97,bád,boat
98,tábla,table
99,cathaoir,chair
100,fuinneog,window
101,cistin,kitchen
102,béal,mouth
103,geata,gateway
104,am,time
105,aoibhneas,joy
106,síoda,silk
107,meabhair,mind
108,clog,clock
109,scéal,story
110,bean,woman
111,leaba,bed
112,uasal,gentleman
113,athrú,change
114,bachlóg,flower bud
115,teanga,tongue
116,scáth,fear
117,muintir,family
118,cath,battle
119,éirigh,rise
120,tuar,omen
121,cairde,friends
122,súil,eye
123,guth,voice
124,glór,sound
125,doras,door
126,baile,home
127,fearg,anger
128,dóchas,hope
129,siúcra,sugar
130,leathanach,page
131,sagart,priest
132,asail,donkeys
133,crann,tree
134,dia,God
135,inneall,machine
136,fadhb,problem
137,bróg,shoe
138,cairpéad,carpet
139,tonn,wave
140,uaine,green
141,leathan,wide
142,tiubh,thick
143,bán,white
144,dubh,black
145,dearg,red
146,bán,field
147,méar,finger
148,buille,hit
149,banna,bond
150,cill,church
151,aimsir,weather
152,spraoi,fun
153,príosún,prison
154,cara,friend
155,gliú,glue
156,éalú,escape
157,cuair,curve
158,tréimhse,period
159,uaimh,cave
160,leath,half
161,ceap,slice
162,geal,bright
163,ciúin,quiet
164,dall,blind
165,luach,value
166,laoch,hero
167,cabhair,help
168,gairdín,garden
169,céim,step
170,lá,day
171,oíche,night
172,seachtain,week
173,mí,month
174,bliain,year
175,go luath,soon
176,déan,make
177,ceannaigh,buy
178,díol,sell
179,déanamh,doing
180,buail,meet
181,ith,eat
182,ól,drink
183,glan,clean
184,nigh,wash
185,tóg,take
186,fág,leave
187,tabhair,give
188,caith,throw
189,clois,hear
190,feic,see
191,labhair,talk
192,fan,wait
193,faigh,get
194,croch,hang
195,díol,sell
196,freagair,answer
197,smaoin,think
198,tosaigh,start
199,críochnaigh,finish
200,cas,turn
201,bronn,present
202,siúl,walk
203,rith,run
204,léim,jump
205,imeacht,depart
206,taispeáin,show
207,leag,put down
208,cogadh,war
209,síocháin,peace
210,léargas,insight
211,bog,soft
212,crua,hard
213,te,hot
214,fuar,cold
215,sásta,happy
216,brónach,sad
217,fírinne,truth
218,bréag,lie
219,cinneadh,decision
220,grá,love
221,fuath,hate
222,uaigneas,loneliness
223,cairdeas,friendship
224,crann,tree
225,tor,bush
226,bláth,flower
227,díon,roof
228,cnoc,hill
229,sliabh,mountain
230,bó,ox
231,capall,horse
232,muc,pig
233,géese,goose
234,lacha,duck
235,caora,sheep
236,baineann,female
237,fir,male
238,bainis,wedding
239,frása,phrase
240,ceist,question
241,freagra,answer
242,creid,believe
243,bí,be
244,áirigh,count
245,gléas,device
246,déan,do
247,cúpla,couple
248,cos,leg
249,lámh,hand
250,ceann,head
251,comhairle,advice
252,neart,strength
253,laige,weakness
254,oscailte,open
255,dúnta,closed
256,buachaill,boy
257,cailín,girl
258,faoi,circle
259,thar,over
260,cosúlacht,similarity
261,dhílis,loyal
262,spéisiúil,interesting
263,bain,win
264,caill,lose
265,breith,catch
266,bualadh,hit
267,barr,top
268,bun,bottom
269,cluas,ear
270,croí,heart
271,intinn,mind
272,tanaí,thin
273,ramhar,fat
274,geimhreadh,winter
275,samhradh,summer
276,fuinneamh,energy
277,eolas,knowledge
278,anál,breath
279,fuinneog,window
280,bord,table
281,sorn,oven
282,slua,crowd
283,cuspóir,goal
284,teorainn,boundary
285,cúlra,background
286,tír,country
287,bróga,shoes
288,láidir,strong
289,lag,weak
290,éan,bird
291,iasc,fish
292,pór,breed
293,srón,nose
294,cathair,city
295,dáiríre,serious
296,scéim,scheme
297,páirc,park
298,feirm,farm
299,meas,respect
300,díreach,straight
301,réamhaisnéis,forecast
302,faighte,received
303,neamh,heaven
304,domhan,earth
305,spéir,sky
306,gealach,moon
307,gráin,grain
308,bóthar,road
309,stól,chair
310,boird,tables
311,éadaí,clothes
312,casadh,twist
313,tairbhe,benefit
314,cineál,type
315,cothrom,equality
316,féile,festival
317,bealadh,opening
318,gaoth,wind
319,raca,shout
320,sciath,shield
321,cuibhreann,creature
322,labhras,speaks
323,ith,ate
324,éistíonn,listens
325,luigh,lie
326,sciob,slip
327,gael,Gaelic
328,saoiste,chief
329,téarma,term
330,leann,beer
331,ciúin,calm
332,rianta,trails
333,éadaí,garments
334,comhoibriú,cooperation
335,feidhm,function
336,suim,interest
337,saoir,freedom
338,taobh,side
339,leathan,broad
340,maoin,wealth
341,feabhas,improvement
342,cnáib,hemp
343,sá,place
344,bóthar,way
345,imreoir,player
346,suirbhé,survey
347,scóil,school
348,stair,history
349,leibheál,label
350,faobhar,edge
351,ceolchoirm,concert
352,cruinniú,meeting
353,áit,venue
354,stáit,state
355,sláinte,health
356,míol,mite
357,geall,bet
358,ainm,name
359,gé,goose
360,ogham,ogham
361,taithí,experience
362,faoin,about
363,feathlaigh,flatter
364,cuireadh,invitation
365,conas,how
366,cén,which
367,ár,our
368,áineas,support
369,cosaint,protection
370,tháinig,came
371,réitigh,solve
372,gá,need
373,meabhraigh,remind
374,maighdean,maiden
375,crónán,creature
376,saoil,life
377,snáithín,thread
378,bóthar,way
379,saibh,rich
380,bocht,poor
381,slán,safe
382,templa,temple
383,teach,school
384,mlú,fast
385,cruth,form
386,scríobhaigh,wrote
387,duillín,leaf
388,ceantar,area
389,ceangail,connect
390,crón,chronicle
391,comhoibrithe,collaborative
392,faigh,find
393,ceart,correct
394,sochair,gain
395,cleachtas,practice
396,síceolaíocht,psychology
397,caomhnú,preservation
398,beartas,policy
399,solúbthacht,flexibility
400,luachmhar,valuable
401,comhlacht,corporation
402,cluiche,match
403,breise,extra
404,leith,half
405,cumas,ability
406,scaoil,release
407,faidh,guide
408,rianta,path
409,daonnacht,humanity
410,guí,pray
411,ailt,articles
412,throid, fight
413,ráta,rate
414,bréag,lie
415,leath,part
416,gaibh,gain
417,creidmheas,credit
418,comhoibriú,collaboration
419,duine,individual
420,fiú,worth
421,toradh,fruit
422,cuimhne,remember
423,imirt,play
424,réamhrá,introduction
425,sceitimíní,excitement
426,sleachta,gleanings
427,conas,how
428,saibhriúil,luxurious
429,ceangal,connection
430,údar,author
431,géarchéim,crisis
432,éigeandáil,emergency
433,comhoibrigh,cooperate
434,plé,discussion
435,ór,goal
436,laoch,hero
437,mianta,desires
438,slán,secure
439,geall,bet
440,uirthi,with her
441,neamh,sky
442,áthas,joy
443,neart,strength
444,saothar,work
445,ceathar,four
446,briseadh,break
447,bás,death
448,siamsa,entertainment
449,fáinne,ring
450,éachtaí,achievements
451,gá,need
452,meabhraigh,remind
453,fuascailte,freed
454,áit,place
455,comhoibriú,collaboration
456,nuálaíocht,innovation
457,cuimhneamh,remembering
458,athrú,change
459,smaoineamh,thought
460,conas,how
461,faoi,about
462,éachtaí,successes
463,conas,how
464,dualgas,duty
465,faigh,find
466,bain,beyond
467,comhoibriú,collaboration
468,taobh,side
469,an-choimhthíoch,foreign
470,gníomh,action
471,briathar,verb
472,frás,phrase
473,cónaitheach,residential
474,aoibhinn,delightful
475,seiceála,checking
476,ceacht,lesson
477,fiacail,tooth
478,ábhar,material
479,biastóireacht,animal husbandry
480,comhlacht,civic
481,barántas,guarantee
482,foinsí,sources
483,comhtháthú,integrate
484,sláinte,health
485,comhoibrigh,collaborate
486,altra,nurse
487,cúram,caring
488,teagmháil,contact
489,sprioc,target
490,foinsí,sources
491,casadh,twist
492,geall,bet
493,éigh,desire
494,imreoiri,players
495,foirm,form
496,moill,duration
497,comhoibrigh,cooperate
498,diúltacht,refusal
499,grá,affection
500,únas,ambition
501,faid,extent
502,beo,live
503,éagsúlacht,variety
504,uaigneas,solitude
505,bunús,origin
506,ghné,aspect
507,teaghlach,family
508,taithí,experience
509,carthanacht,charity
510,teanga,languages
511,baile,home
512,comhtháthú,integration
513,imirt,play
514,leath,half
515,comhoibriú,collaboration
516,thar,over
517,coinnigh,keep
518,maith,good
519,ar ais,back
520,scéalaí,storyteller
521,feidhmeannach,manager
522,teanga,languages
523,ceangal,connection
524,cur,sending
525,maoin,asset
526,ar mhóin,by rail
527,cothú,nurturing
528,éileamh,demand
529,cuir,put
530,gníomh,activity
531,comhoibriú,cooperation
532,leathan,wide
533,bóthar,way
534,neamh,sky
535,buachaill,boy
536,grianghraf,photo
537,feith,patience
538,mianta,wishes
539,cuimhneach,remembering
540,coinnigh,maintain
541,tiomáint,drive
542,simplí,simple
543,fiosracht,inquiry
544,beidh,will be
545,próiseas,process
546,fuair,gained
547,cur,giving
548,óige,youth
549,leith,part
550,neart,power
551,gan,mother
552,cuireadh,invitation
553,seans,chances
554,daonlathas,democracy
555,ciúnas,calmness
556,dualgas,duty
557,caighdeán,quality
558,gé,goose
559,naisc,links
560,neamhdhóchas,doubt
561,gearradh,cuts
562,buíochas,thanks
563,géarchéim,emergency
564,imreoir,player
565,caillteanas,loss
566,neamh,sky
567,brón,sadness
568,cuimhne,memories
569,ionadh,astonishment
570,snáithín,thread
571,teangacha,languages
572,gaoth,wind
573,geall,speculation
574,cruinniú,meeting
575,neart,force
576,scaoil,release
577,féidearthacht,possibility
578,cinneadh,decision
579,brí,meaning
580,bóthar,road
581,taobh,side
582,meabhair,mind
583,neart,energy
584,géarchéim,crisis
585,cúram,care
586,flúirseach,plentiful
587,buíochas,gratitude
588,forbairt,development
589,ciúin,quiet
590,neamhaibí,abnormal
591,clár,programme
592,scéal,story
593,taithí,experience
594,bliain,year
595,rogha,option
596,sá,place
597,maoin,property
598,scáileadh,shade
599,taithí,insight
600,bóthar,road
601,ó,from
602,cur,bear
603,bréag,lie
604,iondú,lead
605,meabhrúcháin,reminders
606,comhoibriú,collaborate
607,fuascailte,freed
608,sgol,educate
609,maoin,resources
610,réitigh,solution
611,diúltacht,rejection
612,grá,loving
613,faighte,received
614,cáineadh,criticism
615,fáilte,welcoming
616,cruth,design
617,cuardach,search
618,iarracht,effort
619,fiontar,venture
620,cuireadh,invitation
621,do,for
622,comhshó,conversion
623,fás,growth
624,stát,state
625,rua,red
626,an,one
627,gaibhnigh,stretch
628,ag,at
629,teanga,languages
630,bóthar,way
631,luachmhar,valuable
632,teaghlach,household
633,sciath,shield
634,cáineadh,criticism
635,scéal,story
636,spéis,interest
637,óige,youth
638,údar,author
639,ór,significance
640,solúbthacht,flexibility
641,feidhmeannach,manager
642,fiacla,teeth
643,faid,languages
644,faigh,catch
645,éigin,claim
646,sárú,overcoming
647,cumhacht,power
648,cuardach,exploration
649,geall,bet
650,cruinniú,meeting
651,foinse,source
652,ráth,prosperity
653,éagóir,injustice
654,comhtháthú,integration
655,sláinte,health
656,cúram,caring
657,géarchéim,emergency
658,óige,youth
659,cuimhne,memories
660,cuardaigh,search
661,raoin,zone
662,neamh,mood
663,gé,geese
664,cuimhneamh,recall
665,comhthéacs,context
666,mar,because
667,brón,grief
668,comhtháthú,unification
669,beartas,policy
670,cruthúnas,evidence
671,bréag,lie
672,beidh,will be
673,cinneadh,decision
674,faigh,get
675,cuimhne,remember
676,mar,because
677,duine,person
678,cló,print
679,éirí,arise
680,neart,power
681,bréag,lie
682,caipín,cap
683,gairm,call
684,sliabh,mountain
685,leabhragán,booklet
686,ceangla,link
687,bóthar,way
688,spéis,interest
689,cearta,rights
690,buachaill,boy
691,grá,love
692,níor,not
693,caint,speech
694,feirm,farm
695,geal,bright
696,scoth,excellence
697,geata,gate
698,neamha,friendliness
699,daoine,people
700,bóthar,road
701,smaointe,thoughts
702,gairm,calling
703,comhoibriú,collaboration
704,scéal,story
705,saothar,work
706,mar,because
707,diúltach,negative
708,faighte,received
709,cumhacht,power
710,céim,degree
711,brú,pressure
712,lag,weak
713,uirthi,of her
714,iarracht,effort
715,comhghníomhaireacht,collaboration
716,neamh,celestial
717,geall,bet
718,meaitse,match
719,neamhspleách,independent
720,beannachtaí,blessings
721,ionann,identical
722,tuarascáil,report
723,neamhdhóchas,unbelief
724,ard,high
725,íocaíocht,payment
726,freagracht,responsibility
727,clár,program
728,cinnte,sure
729,fuinneamh,energy
730,gníomh,action
731,laoch,hero
732,bás,death
733,taobh,side
734,cinneadh,decision
735,gá,need
736,cruth,form
737,naoimh,saint
738,sláinte,health
739,cas,twist
740,áit,place
741,altranais,nursing
742,foinsí,sources
743,taobh,side
744,bréag,lie
745,éagsúlacht,variety
746,cuimhne,memories
747,geal,bright
748,crón,chronicle
749,neamhréit,anomaly
750,brón,sadness
751,réalt,star
752,neart,stamina
753,cearta,rights
754,arbh,was it
755,cruth,create
756,comhoibriú,collaboration
757,éagsúlacht,diversity
758,cath,combat
759,ráta,rate
760,beidh,will be
761,bás,death
762,duine,individual
763,meabhraigh,remind
764,suí,stay
765,cruinniú,assembly
766,staonadh,abstinence
767,forbairt,development
768,saoirse,freedom
769,teanga,languages
770,teas,heat
771,luí,lie
772,spás,space
773,císte,cake
774,teaghlach,household
775,óige,youth
776,ciúin,calm
777,comhghníomhaireacht,collaboration
778,ceacht,lesson
779,teagmháil,contact
780,éagsúlacht,variety
781,tuar,forecast
782,comhtháthú,integration
783,ionad,center
784,comhghníomh,activity
785,freagra,reply
786,comhoibriú,cooperation
787,scéal,story
788,comhoibrigh,collaborate
789,cothú,nutrition
790,comhoibrigh,collaborate
791,cumhacht,power
792,neart,energy
793,éileamh,demand
794,solúbthacht,flexibility
795,freagracht,accountability
796,beartas,policy
797,saothar,work
798,neamhspleách,independent
799,cruthú,creation
800,neart,strength
801,comhtháthú,integration
802,laoch,hero
803,neamhdhóchas,despair
804,rua,red
805,neamhréit,irregularity
806,cumarsáid,communication
807,comhghníomh,operation
808,neamhréit,irregular
809,toradh,results
810,moill,duration
811,teanga,languages
812,bóthar,road
813,neamh,heaven
814,cruth,create
815,cruinniú,gathering
816,crónán,creature
817,scáileadh,screening
818,forbairt,development
819,éifeacht,effect
820,buíochas,gratitude
821,comhoibriú,collaboration
822,cúram,caring
823,cuir,send
824,béim,emphasis
825,staonadh,withdrawal
826,bóthar,road
827,ionchas,expectation
828,conas,how
829,comhtháthú,cohesion
830,comhoibrigh,collaborate
831,údar,author
832,sárú,overcoming
833,buachaill,boy
834,éagsúlacht,variation
835,neart,force
836,meas,respect
837,gé,goose
838,beartas,policy
839,meabhraigh,remind
840,neamhdhóchas,doubt
841,réamh,prologue
842,céim,degree
843,bóthar,road
844,brón,sorrow
845,thar,beyond
846,faoi,about
847,feabhas,improvement
848,tuarascáil,report
849,cruinniú,meeting
850,taithí,experience
851,cuimhne,remember
852,leibheál,label
853,neart,strength
854,neamhdhóchas,despair
855,diúltacht,refusal
856,neamh,celestial
857,cumas,capability
858,cumhacht,power
859,gá,need
860,rua,red
861,sláinte,health
862,caint,speech
863,iondú,lead
864,bóthar,way
865,gníomh,action
866,rua,red
867,forbairt,development
868,faighte,acquired
869,cúram,care
870,ciúnas,quietness
871,neamh,sky
872,maoin,wealth
873,baile,home
874,luachmhar,valuable
875,éagsúlacht,variety
876,próiseas,process
877,gaoth,wind
878,foinsí,sources
879,brón,sorrow
880,scéil,story
881,éilimh,demand
882,faighte,obtained
883,neamh,sky
884,maoin,assets
885,baile,home
886,cuimhne,memories
887,sá,place
888,ar an,at the
889,conas,how
890,imirt,play
891,cóimheas,ration
892,bóthar,road
893,neamh,celestial
894,comhoibriú,collaboration
895,caint,speech
896,breathnú,look
897,beidh,will be
898,neart,power
899,saoir,freedom
900,cúram,caring
901,foinsí,sources
902,gé,geese
903,airgead,money
904,cuimhne,remembrance
905,geall,bet
906,meas,esteem
907,brón,grief
908,fiú,worth
909,neamhréit,disorder
910,stair,history
911,naimhde,foes
912,éilimh,demand
913,réamhrá,introduction
914,toradh,result
915,crón,chronicle
916,éigint,compulsory
917,imreoir,player
918,staonadh,staying
919,leith,half
920,naimhde,foes
921,altra,nurse
922,ciúin,calm
923,ag gníomh,happening
924,gníomh,action
925,neamh,space
926,slán,safe
927,beartas,policy
928,maoin,asset
929,suim,interest
930,teanga,languages
931,scéal,story
932,feidhm,function
933,sliabh,mountain
934,sláinte,health
935,áireamh,account
936,sá,place
937,cruthúnas,evidence
938,áit,location
939,neamhréit,irregularity
940,iarracht,attempt
941,áit,spot
942,réamh,pre
943,casadh,twist
944,éilimh,demand
945,neamh,sky
946,brí,meaning
947,saothar,work
948,caint,speech
949,faighte,received
950,scoth,excellence
951,ciúnas,quietness
952,neart,power
953,foinsí,sources
954,ceantar,region
955,gaoth,wind
956,cuireadh,invitation
957,gael,Gael
958,crón,chronicle
959,diúltaigh,refuse
960,teanga,languages
961,sá,place
962,ceacht,lesson
963,neamhdhóchas,despair
964,scéal,story
965,neamh,heaven
966,beartas,policy
967,cuimhne,remember
968,cruth,create
969,cuimhneach,reminder
970,céin,which
971,gníomh,activity
972,cumas,ability
973,gníomh,action
974,caint,speech
975,bréag,lie
976,foinsí,sources
977,neart,power
978,neamh,sky
979,bóthar,way
980,leith,half
981,gá,need
982,foinsí,sources
983,cuimhne,remember
984,teanga,languages
985,brón,sorrow
986,scéal,story
987,gníomh,action
988,snaidhm,knots
989,airgeadra,currency
990,faoi,about
991,sleachta,excerpts
992,ciúnas,quietness
993,cúram,caring
994,forbairt,development
995,fuinneamh,energy
996,comhghníomhaireacht,collaboration
997,thar,beyond
998,faigh,get
999,comhghníomhaireacht,cooperation
1000,bóthar,way
