1,mint
2,én
3,az ő
4,hogy
5,ő
6,volt
7,ért
8,ra
9,vannak
10,vele
11,ők
12,lenni
13,nál
14,egy
15,van
16,ez
17,-ból
18,által
19,forró
20,szó
21,de
22,mi
23,néhány
24,van
25,ez
26,te
27,vagy
28,volt
29,a
30,-nak
31,-ba
32,és
33,egy
34,-ban
35,mi
36,tud
37,ki
38,másik
39,voltak
40,melyik
41,csinál
42,az ő
43,idő
44,ha
45,akar
46,hogyan
47,mondta
48,egy
49,minden
50,mondani
51,tesz
52,állít
53,három
54,akar
55,levegő
56,jól
57,szintén
58,játszik
59,kicsi
60,vége
61,tesz
62,otthon
63,olvas
64,kéz
65,kikötő
66,nagy
67,varázsol
68,hozzáad
69,még
70,szárazföld
71,itt
72,kell
73,nagy
74,magas
75,olyan
76,követ
77,tevékenység
78,miért
79,kérdez
80,férfiak
81,változás
82,ment
83,fény
84,kedves
85,le
86,kell
87,ház
88,kép
89,próbál
90,mi
91,újra
92,állat
93,pont
94,anya
95,világ
96,közel
97,épít
98,ön
99,föld
100,apa
101,bármely
102,új
103,mű
104,rész
105,vesz
106,kap
107,hely
108,készült
109,él
110,hol
111,után
112,vissza
113,kicsi
114,csak
115,kerek
116,férfi
117,év
118,jött
119,mutat
120,minden
121,jó
122,én
123,ad
124,a mi
125,alatt
126,név
127,nagyon
128,át
129,csak
130,forma
131,mondat
132,nagy
133,gondolkodik
134,mond
135,segítség
136,alacsony
137,vonal
138,különbözik
139,fordul
140,okoz
141,sok
142,jelent
143,előtt
144,mozog
145,jó
146,fiú
147,régi
148,túl
149,ugyanaz
150,ő
151,mind
152,ott
153,mikor
154,fel
155,használ
156,a te
157,út
158,-ról
159,sok
160,aztán
161,azokat
162,ír
163,lenne
164,úgy
165,így
166,ezeket
167,ő
168,hosszú
169,csinál
170,dolog
171,lát
172,őt
173,kettő
174,van
175,néz
176,több
177,nap
178,tudott
179,megy
180,jön
181,csinált
182,szám
183,hang
184,nem
185,legtöbb
186,emberek
187,enyém
188,át
189,tudja
190,víz
191,mint
192,hívás
193,első
194,ki
195,talán
196,le
197,oldal
198,volt
199,most
200,megtalál
201,fej
202,áll
203,saját
204,oldal
205,kellene
206,ország
207,talál
208,válasz
209,iskola
210,nő
211,tanulás
212,még
213,tanulni
214,növény
215,borít
216,étel
217,nap
218,négy
219,között
220,állapot
221,tart
222,szer
223,soha
224,utolsó
225,hagy
226,gondolat
227,város
228,fa
229,kereszt
230,gazdaság
231,kemény
232,kezd
233,talán
234,történet
235,látta
236,távol
237,tenger
238,rajzol
239,bal
240,késő
241,fut
242,ne
243,míg
244,nyom
245,közel
246,éjszaka
247,valódi
248,élet
249,kevés
250,észak
251,könyv
252,visz
253,elvett
254,tudomány
255,eszik
256,szoba
257,barát
258,kezdődött
259,ötlet
260,hal
261,hegy
262,megáll
263,egyszer
264,alap
265,meghall
266,ló
267,vág
268,biztos
269,néz
270,szín
271,arc
272,fa
273,fő
274,nyit
275,tűnik
276,együtt
277,következő
278,fehér
279,gyerekek
280,kezd
281,kapott
282,séta
283,példa
284,megkönnyítés
285,papír
286,csoport
287,mindig
288,zene
289,azok
290,mindkettő
291,jel
292,gyakran
293,levél
294,amíg
295,mérföld
296,folyó
297,autó
298,lábak
299,gondoskodik
300,második
301,elég
302,sík
303,lány
304,szokásos
305,fiatal
306,kész
307,fölött
308,valaha
309,piros
310,lista
311,bár
312,érez
313,beszél
314,madár
315,hamar
316,test
317,kutya
318,család
319,közvetlen
320,testtartás
321,elhagy
322,dal
323,mér
324,ajtó
325,termék
326,fekete
327,rövid
328,számjegy
329,osztály
330,szél
331,kérdés
332,történik
333,teljes
334,hajó
335,terület
336,fél
337,szikla
338,sorrend
339,tűz
340,dél
341,probléma
342,darab
343,mondta
344,tudta
345,átmegy
346,óta
347,csúcs
348,egész
349,király
350,utca
351,hüvelyk
352,szoroz
353,semmi
354,tanfolyam
355,marad
356,kerék
357,teli
358,erő
359,kék
360,tárgy
361,dönt
362,felület
363,mély
364,hold
365,sziget
366,láb
367,rendszer
368,elfoglalt
369,teszt
370,rekord
371,hajó
372,közös
373,arany
374,lehetséges
375,repülőgép
376,helyettes
377,száraz
378,csoda
379,nevet
380,ezer
381,ezelőtt
382,futott
383,ellenőriz
384,játék
385,forma
386,egyenlővé tesz
387,forró
388,hiányzik
389,hozott
390,hőség
391,hó
392,gumi
393,hoz
394,igen
395,távoli
396,megtölt
397,kelet
398,fest
399,nyelv
400,között
401,egység
402,erő
403,város
404,jól
405,bizonyos
406,repül
407,esik
408,vezet
409,sír
410,sötét
411,gép
412,jegyzet
413,vár
414,terv
415,ábra
416,csillag
417,doboz
418,főnév
419,mező
420,maradék
421,helyes
422,képes
423,font
424,kész
425,szépség
426,vezet
427,állt
428,tartalmaz
429,elöl
430,tanít
431,hét
432,végleges
433,adott
434,zöld
435,ó
436,gyors
437,fejleszt
438,óceán
439,meleg
440,szabad
441,perc
442,erős
443,különleges
444,elme
445,mögött
446,világos
447,farok
448,termel
449,tény
450,űr
451,meghallott
452,legjobb
453,óra
454,jobb
455,igaz
456,alatt
457,száz
458,öt
459,emlékszik
460,lépés
461,korai
462,tart
463,nyugat
464,föld
465,érdeklődés
466,elér
467,gyors
468,ige
469,énekel
470,figyel
471,hat
472,asztal
473,utazás
474,kevesebb
475,reggel
476,tíz
477,egyszerű
478,több
479,másodhang
480,felé
481,háború
482,fekszik
483,ellen
484,minta
485,lassan
486,központ
487,szerelem
488,személy
489,pénz
490,szolgál
491,megjelenik
492,út
493,térkép
494,eső
495,szabály
496,ural
497,húz
498,hideg
499,észrevesz
500,hang
501,energia
502,vadászik
503,valószínű
504,ágy
505,testvér
506,tojás
507,lovagol
508,sejt
509,hisz
510,esetleg
511,felvesz
512,hirtelen
513,számol
514,négyzet
515,ok
516,hossz
517,képvisel
518,művészet
519,téma
520,terület
521,méret
522,változik
523,letelepszik
524,beszél
525,súly
526,általános
527,jég
528,anyag
529,kör
530,pár
531,tartalmaz
532,oszt
533,szótag
534,érzett
535,nagy
536,labda
537,mégis
538,hullám
539,csepp
540,szív
541,vagyok
542,jelen
543,nehéz
544,tánc
545,motor
546,pozíció
547,kar
548,széles
549,vitorlázik
550,anyag
551,tört
552,erdő
553,ül
554,verseny
555,ablak
556,bolt
557,nyár
558,vonat
559,alszik
560,bizonyít
561,magányos
562,láb
563,gyakorlat
564,fal
565,elkap
566,hegy
567,kíván
568,ég
569,deszka
570,öröm
571,tél
572,ült
573,írott
574,vad
575,hangszer
576,megtartott
577,üveg
578,fű
579,tehén
580,munkát
581,szél
582,jel
583,látogat
584,múlt
585,puha
586,szórakozás
587,fényes
588,gáz
589,időjárás
590,hónap
591,millió
592,medve
593,befejez
594,boldog
595,remél
596,virág
597,öltözik
598,furcsa
599,elment
600,kereskedelem
601,dallam
602,út
603,iroda
604,kap
605,sor
606,száj
607,pontos
608,szimbólum
609,meghal
610,legkevesebb
611,baj
612,kiált
613,kivéve
614,írt
615,mag
616,hanglejtés
617,csatlakozik
618,javasol
619,tiszta
620,megszakít
621,hölgy
622,udvar
623,emelkedik
624,rossz
625,fúj
626,olaj
627,vér
628,érintés
629,nőtt
630,cent
631,keverék
632,csapat
633,vezeték
634,költség
635,elveszett
636,barna
637,visel
638,kert
639,egyenlő
640,küldött
641,választ
642,leesett
643,alkalmas
644,áramlik
645,igazságos
646,bank
647,gyűjt
648,ment
649,irányít
650,tizedes
651,fül
652,más
653,egészen
654,törött
655,eset
656,középső
657,öl
658,fiú
659,tó
660,pillanat
661,skála
662,hangos
663,tavasz
664,megfigyel
665,gyermek
666,egyenes
667,mássalhangzó
668,nemzet
669,szótár
670,tej
671,sebesség
672,módszer
673,szerv
674,fizet
675,kor
676,szakasz
677,ruha
678,felhő
679,meglepetés
680,csendes
681,kő
682,apró
683,mászik
684,hűvös
685,tervez
686,szegény
687,sok
688,kísérlet
689,alj
690,kulcs
691,vas
692,egyedüli
693,bot
694,lapos
695,húsz
696,bőr
697,mosoly
698,redő
699,lyuk
700,ugrik
701,baba
702,nyolc
703,falu
704,találkozik
705,gyökér
706,vesz
707,emel
708,megold
709,fém
710,akár
711,nyom
712,hét
713,szakasz
714,harmadik
715,lesz
716,tartott
717,haj
718,leír
719,főz
720,padló
721,sem
722,eredmény
723,ég
724,domb
725,biztonságos
726,macska
727,század
728,fontolgat
729,típus
730,törvény
731,bit
732,part
733,másolat
734,mondat
735,csendes
736,magas
737,homok
738,talaj
739,gurul
740,hőmérséklet
741,ujj
742,ipar
743,érték
744,harcol
745,elterül
746,ver
747,izgat
748,természetes
749,nézet
750,érzék
751,főváros
752,nem fog
753,szék
754,veszély
755,gyümölcs
756,gazdag
757,kövér
758,katona
759,folyamat
760,működtet
761,gyakorol
762,elválaszt
763,nehéz
764,orvos
765,kérlek
766,védekezik
767,délben
768,termés
769,modern
770,elem
771,üt
772,diák
773,sarok
774,buli
775,készlet
776,kinek
777,megtalál
778,gyűrű
779,karakter
780,rovar
781,elfog
782,időszak
783,jelzi
784,rádió
785,beszélt
786,atom
787,emberi
788,történelem
789,hatás
790,elektromos
791,elvár
792,csonk
793,vasút
794,képzel
795,biztosít
796,egyetértenek
797,így
798,gyengéd
799,nő
800,kapitány
801,tippelek
802,szükséges
803,éles
804,szárny
805,teremt
806,szomszéd
807,mossa
808,béka
809,inkább
810,tömeg
811,kukorica
812,összehasonlít
813,vers
814,szál
815,csengő
816,fog
817,hús
818,dörzsöl
819,tömlő
820,híres
821,dollár
822,folyó
823,félelem
824,látvány
825,vékony
826,háromszög
827,bolygó
828,siet
829,főnök
830,kolónia
831,óra
832,bányám
833,köt
834,belép
835,legnagyobb
836,friss
837,keres
838,küld
839,sárga
840,fegyver
841,megenged
842,nyomtat
843,halott
844,pont
845,sivatag
846,öltöny
847,jelenlegi
848,emel
849,rózsa
850,megérkezik
851,mester
852,nyom
853,szülő
854,part
855,megosztás
856,lapon
857,anyag
858,javítani
859,kapcsol
860,levél
861,eltölt
862,húros
863,zsíros
864,örül
865,eredeti
866,megoszt
867,állomás
868,apa
869,kenyér
870,levél
871,helyes
872,sör
873,ajánlat
874,szelet
875,rabszolga
876,kacsa
877,azonnali
878,piactér
879,fok
880,népesít
881,csemete
882,drága
883,ellenség
884,válasz
885,ital
886,megtörténik
887,támogat
888,beszéd
889,természet
890,tartomány
891,gőz
892,motion
893,ösvény
894,folyadék
895,fakocka
896,jelentett
897,hányados
898,fog
899,héj
900,nyak
901,oxigén
902,cukor
903,halál
904,szép
905,szakértelem
906,nők
907,évszak
908,megoldás
909,mágnes
910,ezüst
911,köszönöm
912,ág
913,meccs
914,rag
915,különösen
916,füge
917,fél
918,hatalmas
919,nővér
920,acél
921,megbeszél
922,előre
923,hasonló
924,irányít
925,élmény
926,pontszám
927,alma
928,vett
929,vezetett
930,hangmagasság
931,öltözet
932,tömeg
933,kártya
934,zenekar
935,kötél
936,csúszik
937,nyer
938,álom
939,este
940,állapot
941,etet
942,szerszám
943,összes
944,alapvető
945,szag
946,völgy
947,sem
948,dupla
949,ülés
950,folytat
951,blokkol
952,táblázat
953,sapka
954,elad
955,siker
956,cég
957,levon
958,esemény
959,különleges
960,üzlet
961,úszik
962,határidő
963,ellentétes
964,feleség
965,cipő
966,váll
967,terjed
968,rendez
969,tábor
970,feljegyez
971,pamut
972,született
973,meghatároz
974,quart
975,kilenc
976,kamion
977,zaj
978,szint
979,esély
980,gyűjt
981,bolt
982,nyújt
983,eldob
984,ragyog
985,tulajdon
986,oszlop
987,molekula
988,választ
989,rossz
990,szürke
991,megismétel
992,követel
993,széles
994,előkészít
995,só
996,orr
997,többes szám
998,harag
999,állít
1000,kontinens